EVA_NR;DS100;IFOPT;NAME;Verkehr;Laenge;Breite;Betreiber_Name;Betreiber_Nr;Status
8000320;MRO;de:09163:9;Rosenheim;FV;12,119202;47,850018;DB Station und Service AG;5348;
8000322;TR;de:08325:6584;Rottweil;FV;8,639295;48,165304;DB Station und Service AG;5405;
8000323;SSH;de:10041:8000323;Saarbrücken Hbf;FV;6,991021;49,241065;DB Station und Service AG;5451;
8000329;TSG;de:08136:3077;Schwäbisch Gmünd;FV;9,787795;48,801011;DB Station und Service AG;5699;
8000331;KAND;de:07137:030039;Andernach;FV;7,404839;50,434542;DB Station und Service AG;144;
8000333;RHA;de:08317:18620;Hausach;FV;8,181665;48,284924;DB Station und Service AG;2601;
8000337;FMBG;de:06534:10011;Marburg(Lahn);FV;8,775014;50,819272;DB Station und Service AG;3943;
8000339;TM;de:08236:3090;Mühlacker;FV;8,846101;48,953192;DB Station und Service AG;4197;
8000366;RVL;de:08326:6592;Villingen(Schwarzw);FV;8,465261;48,058022;DB Station und Service AG;6418;
8000368;FWAB;de:06634:204729;Wabern(Bz Kassel);FV;9,35804;51,103134;DB Station und Service AG;6457;
8000377;RWE;de:08226:4109;Weinheim(Bergstr)Hbf;FV;8,665351;49,553302;DB Station und Service AG;6622;
8000379;SWIH;de:07231:40916;Wittlich Hbf;FV;6,943557;49,973121;DB Station und Service AG;6834;
8000385;NGUN;de:09577:16100;Gunzenhausen;FV;10,755463;49,120444;DB Station und Service AG;2424;
8000459;MAIN;de:09172:90022;Ainring;FV;12,964501;47,815033;DB Station und Service AG;36;
8000483;HALF;de:03254:22801;Alfeld(Leine);FV;9,817779;51,981417;DB Station und Service AG;54;
8000522;HHUD;de:03458:44501;Hude;FV;8,460956;53,109429;DB Station und Service AG;2938;
8000571;ELPP;de:05974:11593;Lippstadt;FV;8,348785;51,670687;DB Station und Service AG;3746;
8000664;HAUG;de:03451:3761;Augustfehn;FV;7,759659;53,22089;DB Station und Service AG;225;
8000667;FMT,FMTN;de:07143:040004;Montabaur;FV;7,825333;50,444834;DB Station und Service AG;4169;
8000718;RBKR;de:08315:6501;Bad Krozingen;FV;7,697632;47,919721;DB Station und Service AG;297;
8000732;HOY;de:05770:1033;Bad Oeynhausen;FV;8,796523;52,205398;DB Station und Service AG;315;
8000737;MBRL;de:09172:42164;Bad Reichenhall;FV;12,881825;47,731168;DB Station und Service AG;321;
8000738;MBRK;de:09172:90196;Bad Reichenhall-Kirchberg;FV;12,874001;47,718538;DB Station und Service AG;322;
8000770;HZWI;de:03451:6417;Bad Zwischenahn;FV;8,003123;53,182547;DB Station und Service AG;368;
8000774;RBB;de:08211:1847;Baden-Baden;FV;8,190831;48,790327;DB Station und Service AG;371;
8000800;HNN;de:03452:67948;Norden;FV;7,218913;53,588196;DB Station und Service AG;4571;
8000831;MBGM;de:09172:90197;Bayerisch Gmain;FV;12,89507;47,720375;DB Station und Service AG;436;
8000879;HBTH;de:03456:81;Bad Bentheim;FV;7,158539;52,30985;DB Station und Service AG;248;
8000880;RRZ;de:08335:6560;Radolfzell;FV;8,968984;47,735873;DB Station und Service AG;5095;
8000885;MBG;de:09172:90194;Berchtesgaden Hbf;FV;12,999058;47,626688;DB Station und Service AG;495;
8000891;FSUE;de:06435:11052;Schlüchtern;FV;9,510039;50,341177;DB Station und Service AG;5601;
8000935;ABVS;de:03360:4302;Bad Bevensen;FV;10,574141;53,078247;DB Station und Service AG;253;
8000943;TBI;de:08426:6170;Biberach(Riß);FV;9,793127;48,101845;DB Station und Service AG;613;
8000997;MBI;de:09172:90195;Bischofswiesen;FV;12,960141;47,65189;DB Station und Service AG;672;
8001055;TBO;de:08115:7100;Böblingen;FV;9,004128;48,687758;DB Station und Service AG;720;
8001080;TBD;de:08115:4510;Bondorf(b Herrenberg);FV;8,827662;48,523552;DB Station und Service AG;762;
8001082;KBBG;de:05314:66101;Bonn-Bad Godesberg;FV;7,159555;50,683927;DB Station und Service AG;768;
8001083;KBB;de:05314:65101;Bonn-Beuel;FV;7,127657;50,738476;DB Station und Service AG;769;
8001139;ABST;de:01054:13478;Bredstedt;FV;8,970336;54,621166;DB Station und Service AG;842;
8001267;SBY;de:07135:070009;Bullay(DB);FV;7,134584;50,05446;DB Station und Service AG;964;
8001274;ABUF;de:01055:26748;Fehmarn-Burg;FV;11,18898;54,443591;AKN Eisenbahn AG;;
8001338;NC;de:09463:72000;Coburg;FV;10,9573281;50,2629273;DB Station und Service AG;1059;
8001340;SCOC;de:07135:070006;Cochem(Mosel);FV;7,166738;50,153092;DB Station und Service AG;1061;
8001443;HDIP;de:03251:20359;Diepholz;FV;8,380334;52,604771;DB Station und Service AG;1200;
8001580;KDF;de:05111:18517;Düsseldorf Flughafen Terminal;FV;6,766979;51,278517;Betreibergesellschaft Flughafen Düsseldorf GmbH;;
8001751;TEL;de:08136:2007;Ellwangen;FV;10,129681;48,964121;DB Station und Service AG;1554;
8001767;HEA;de:03402:24249;Emden Außenhafen;FV;7,186179;53,344469;Niedersachsen Ports GmbH & Co. KG;;
8001768;HE;de:03402:24289;Emden Hbf;FV;7,195176;53,369036;DB Station und Service AG;1580;
8001787;MBEF;de:09187:41666;Bad Endorf;FV;12,301558;47,905066;DB Station und Service AG;274;
8001790;RENG;de:08335:6551;Engen;FV;8,772786;47,856347;DB Station und Service AG;1598;
8001833;TEG;de:08416:2052;Ergenzingen;FV;8,809857;48,489534;DB Station und Service AG;1639;
8001844;NER;de:09562:3110;Erlangen;FV;11,0016382;49,5958303;DB Station und Service AG;1650;
8001920;TE;de:08116:7800;Esslingen(Neckar);FV;9,30008;48,73881;DB Station und Service AG;1716;
8001995;MFN;de:09780:702;Fischen;FV;10,271717;47,456591;DB Station und Service AG;1803;
8002041;FFS;de:06412:912;Frankfurt(Main)Süd;FV;8,686457;50,099365;DB Station und Service AG;1856;
8002042;FFW;de:06412:1204;Frankfurt(Main)West;FV;8,639335;50,118864;DB Station und Service AG;1858;
8002166;TGFD;de:08115:5776;Gäufelden;FV;8,850308;48,559661;DB Station und Service AG;2023;
8002187;MGP;de:09180:42837;Garmisch-Partenkirchen;FV;11,097013;47,491452;DB Station und Service AG;2014;
8002206;KGEK,KGKK;de:05370:3220;Geilenkirchen;FV;6,124518;50,961039;DB Station und Service AG;2037;
8002218;TG;de:08117:161;Geislingen(Steige);FV;9,841941;48,619358;DB Station und Service AG;2045;
8002461;EGLO;de:05754:5947;Gütersloh Hbf;FV;8,385071;51,906941;DB Station und Service AG;2438;
8002504;AHAF;de:01055:34542;Haffkrug;FV;10,742682;54,054189;DB Station und Service AG;2453;
8002548;ADF,ADST;de:02000:8002548;Hamburg Dammtor;FV;9,989566;53,560751;DB Station und Service AG;2513;
8002549;AH;de:02000:10950;Hamburg Hbf;FV;10,006909;53,552736;DB Station und Service AG;2514;
8002553;AA;de:02000:8002553;Hamburg-Altona;FV;9,935175;53,552695;DB Station und Service AG;2517;
8002554;ABG,ABG S;de:02000:25950;Hamburg-Bergedorf;FV;10,206171;53,489832;DB Station und Service AG;2518;
8002570;MHAU;de:09172:90128;Hammerau;FV;12,946134;47,795883;DB Station und Service AG;2532;
8002757;FHP;de:06431:1502;Heppenheim(Bergstr);FV;8,633379;49,641553;DB Station und Service AG;2693;
8002785;THE,THE Z;de:08115:4512;Herrenberg;FV;8,862662;48,593991;DB Station und Service AG;2726;
8002806;KHEZ;de:05334:3690;Herzogenrath;FV;6,094486;50,870916;DB Station und Service AG;2744;
8003001;RHBG;de:08317:18820;Hornberg(Schwarzw);FV;8,23294;48,211895;DB Station und Service AG;2913;
8003016;FHUE;de:06631:11048;Hünfeld;FV;9,762453;50,673271;DB Station und Service AG;2949;
8003036;HI;de:05566:14317;Ibbenbüren;FV;7,721486;52,276867;DB Station und Service AG;2961;
8003065;MIMS;de:09780:750;Immenstadt;FV;10,213999;47,559203;DB Station und Service AG;2986;
8003102;AIZ;de:01061:46671;Itzehoe;FV;9,510287;53,923873;DB Station und Service AG;3016;
8003179;STK;de:07135:070003;Treis-Karden;FV;7,299635;50,179836;DB Station und Service AG;6250;
8003184;RKDU,RKDUA;de:08212:801;Karlsruhe-Durlach;FV;8,462822;49,002328;DB Station und Service AG;3109;
8003200;FKW;de:06611:200007;Kassel-Wilhelmshöhe;FV;9,446898;51,313114;DB Station und Service AG;3127;
8003330;KFKB;de:05315:17551;Köln/Bonn Flughafen;FV;7,119302;50,878901;DB Station und Service AG;4762;
8003350;SKG;de:07137:030034;Kobern-Gondorf;FV;7,46075;50,300718;DB Station und Service AG;3297;
8003368;KKDZ;de:05315:11901;Köln Messe/Deutz;FV;6,975001;50,940874;DB Station und Service AG;3329;
8003400;RKO;de:08335:6554;Konstanz;FV;9,177312;47,658754;DB Station und Service AG;3363;
8003446;NK;de:09476:75002;Kronach;FV;11,320115;50,239612;DB Station und Service AG;3427;
8003487;HHML;de:03241:9830;Hannover Messe/Laatzen;FV;9,792863;52,316899;DB Station und Service AG;3488;
8003494;RLSW;de:08317:12103;Lahr(Schwarzw);FV;7,834734;48,340436;DB Station und Service AG;3494;
8003515;SLD;de:07335:8123;Landstuhl;FV;7,565931;49,416287;DB Station und Service AG;3515;
8003544;ALG;de:01054:53380;Langenhorn(Schlesw);FV;8,946413;54,685934;DB Station und Service AG;3542;
8003545;HLGM;de:03241:6631;Langenhagen Mitte;FV;9,725427;52,440279;DB Station und Service AG;7179;
8003680;FLIS;de:06533:11504;Limburg Süd;FV;8,096112;50,382498;DB Station und Service AG;3723;
8003701;HLIG;de:03454:8910;Lingen(Ems);FV;7,321731;52,519867;DB Station und Service AG;3741;
8003866;HMAR;de:03452:59253;Marienhafe;FV;7,270731;53,520893;DB Station und Service AG;3953;
8003930;TMK;de:08435:4203;Meckenbeuren;FV;9,558393;47,69976;DB Station und Service AG;4015;
8003978;HMEP;de:03454:8779;Meppen;FV;7,298015;52,696021;DB Station und Service AG;4061;
8004009;TME;de:08415:22008;Metzingen(Württ);FV;9,290156;48,539725;DB Station und Service AG;4087;
8004043;MMW;de:09180:42873;Mittenwald;FV;11,265705;47,44003;DB Station und Service AG;4134;
8004124;RML;de:08315:6522;Müllheim(Baden);FV;7,599332;47,809743;DB Station und Service AG;4223;
8004158;MP,MP  S;de:09162:10;München-Pasing;FV;11,461872;48,149852;DB Station und Service AG;4266;
8004185;MMU;de:09180:42899;Murnau;FV;11,192628;47,682266;DB Station und Service AG;4284;
8004305;NNT;de:09373:17000;Neumarkt(Oberpf);FV;11,456987;49,273221;DB Station und Service AG;4416;
8004343;ANB;de:01054:66926;Niebüll;FV;8,834572;54,789605;DB Station und Service AG;4472;
8004449;HND;de:03452:67921;Norddeich;FV;7,160824;53,621579;DB Station und Service AG;4569;
8004488;TNU;de:08116:2931;Nürtingen;FV;9,342648;48,627997;DB Station und Service AG;4612;
8004506;MOU;de:09180:42936;Oberau;FV;11,139272;47,559273;DB Station und Service AG;4620;
